reactor_id,reactor_name,unit_name,plant_name,country,region,latitude,longitude,status,status_group,reactor_type,reactor_type_standardized,technology_family,generation_category,size_category,capacity_mwe,gross_capacity_mwe,net_capacity_mwe,construction_start_date,grid_connection_date,commercial_operation_date,shutdown_date,expected_start_year,age_years,owner,operator,vendor,source_name,source_confidence,source_last_updated,smr_flag,geniv_flag,molten_salt_flag,thorium_potential_flag,fast_reactor_flag
FRA-FLAMANVILLE-UNIT-1,Flamanville-1,Unit 1,Flamanville,France,Europe,49.536,-1.882,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1979-12-01,1985-12-04,1986-12-04,,1986.0,40.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-FLAMANVILLE-UNIT-2,Flamanville-2,Unit 2,Flamanville,France,Europe,49.536,-1.882,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1982-01-01,1986-07-06,1987-07-06,,1987.0,39.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-FLAMANVILLE-UNIT-3,Flamanville-3,Unit 3,Flamanville,France,Europe,49.536,-1.882,Operating,Operating,PWR,EPR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1630.0,1750.0,1630.0,2007-12-03,2024-12-21,2025-01-01,,2025.0,1.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GOLFECH-UNIT-1,Golfech-1,Unit 1,Golfech,France,Europe,44.107,0.842,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1310.0,1362.0,1310.0,1982-10-01,1990-06-07,1991-02-07,,1991.0,35.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GOLFECH-UNIT-2,Golfech-2,Unit 2,Golfech,France,Europe,44.107,0.842,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1310.0,1362.0,1310.0,1984-08-01,1994-01-18,1994-06-18,,1994.0,32.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GRAVELINES-UNIT-1,Gravelines-1,Unit 1,Gravelines,France,Europe,51.015,2.136,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1975-02-01,1980-03-13,1980-11-25,,1980.0,46.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GRAVELINES-UNIT-2,Gravelines-2,Unit 2,Gravelines,France,Europe,51.015,2.136,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1975-08-01,1980-12-13,1980-12-13,,1980.0,46.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GRAVELINES-UNIT-3,Gravelines-3,Unit 3,Gravelines,France,Europe,51.015,2.136,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1975-12-01,1981-06-12,1981-06-12,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GRAVELINES-UNIT-4,Gravelines-4,Unit 4,Gravelines,France,Europe,51.015,2.136,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1976-04-01,1981-10-16,1981-10-16,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GRAVELINES-UNIT-5,Gravelines-5,Unit 5,Gravelines,France,Europe,51.015,2.136,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1979-06-01,1984-08-28,1985-01-28,,1985.0,41.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-GRAVELINES-UNIT-6,Gravelines-6,Unit 6,Gravelines,France,Europe,51.015,2.136,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1979-11-01,1985-10-26,1985-10-26,,1985.0,41.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-NOGENT-UNIT-1,Nogent-1,Unit 1,Nogent,France,Europe,48.517,3.517,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1310.0,1362.0,1310.0,1981-05-01,1987-10-21,1988-02-21,,1988.0,38.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-NOGENT-UNIT-2,Nogent-2,Unit 2,Nogent,France,Europe,48.517,3.517,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1310.0,1362.0,1310.0,1982-01-01,1988-09-14,1989-05-14,,1989.0,37.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-PALUEL-UNIT-1,Paluel-1,Unit 1,Paluel,France,Europe,49.855,-0.634,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1977-08-15,1985-06-10,1985-12-01,,1985.0,41.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-PALUEL-UNIT-2,Paluel-2,Unit 2,Paluel,France,Europe,49.855,-0.634,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1977-12-01,1984-12-14,1985-12-01,,1985.0,41.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-PALUEL-UNIT-3,Paluel-3,Unit 3,Paluel,France,Europe,49.855,-0.634,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1979-02-01,1985-09-30,1986-02-01,,1986.0,40.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-PALUEL-UNIT-4,Paluel-4,Unit 4,Paluel,France,Europe,49.855,-0.634,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1980-02-01,1986-01-25,1986-06-01,,1986.0,40.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-PENLY-UNIT-1,Penly-1,Unit 1,Penly,France,Europe,49.975,1.213,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1982-09-01,1990-04-08,1990-12-08,,1990.0,36.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-PENLY-UNIT-2,Penly-2,Unit 2,Penly,France,Europe,49.975,1.213,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1330.0,1382.0,1330.0,1984-01-01,1992-01-08,1992-11-08,,1992.0,34.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-SAINT-ALBAN-UNIT-1,Saint-Alban-1,Unit 1,Saint-Alban,France,Europe,45.404,4.831,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1335.0,1382.0,1335.0,1979-11-01,1985-05-16,1986-05-01,,1986.0,40.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-SAINT-ALBAN-UNIT-2,Saint-Alban-2,Unit 2,Saint-Alban,France,Europe,45.404,4.831,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1335.0,1382.0,1335.0,1980-07-01,1986-07-02,1987-07-01,,1987.0,39.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-SAINT-LAURENT-UNIT-B1,Saint-Laurent-B1,Unit B1,Saint-Laurent,France,Europe,47.725,1.573,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1976-05-01,1981-08-21,1983-08-01,,1983.0,43.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-SAINT-LAURENT-UNIT-B2,Saint-Laurent-B2,Unit B2,Saint-Laurent,France,Europe,47.725,1.573,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1976-10-01,1981-06-01,1983-06-01,,1983.0,43.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-TRICASTIN-UNIT-1,Tricastin-1,Unit 1,Tricastin,France,Europe,44.33,4.732,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,955.0,915.0,1974-11-01,1980-05-31,1980-12-01,,1980.0,46.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-TRICASTIN-UNIT-2,Tricastin-2,Unit 2,Tricastin,France,Europe,44.33,4.732,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1975-03-01,1980-07-01,1980-07-11,,1980.0,46.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-TRICASTIN-UNIT-3,Tricastin-3,Unit 3,Tricastin,France,Europe,44.33,4.732,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1975-07-01,1981-02-10,1981-02-11,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-TRICASTIN-UNIT-4,Tricastin-4,Unit 4,Tricastin,France,Europe,44.33,4.732,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1975-11-01,1981-06-11,1981-07-11,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
GER-EMSLAND-UNIT-1,Emsland,Unit 1,Emsland,Germany,Other,52.47,7.323,Shutdown,Shutdown,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1329.0,1400.0,1329.0,1982-08-12,1988-04-14,1988-06-20,2023-04-15,1988.0,38.0,PreussenElektra,PreussenElektra,KWU,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
GER-ISAR-UNIT-2,Isar-2,Unit 2,Isar,Germany,Other,48.603,12.295,Shutdown,Shutdown,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1365.0,1475.0,1365.0,1982-09-15,1988-01-22,1988-04-09,2023-04-15,1988.0,38.0,PreussenElektra,PreussenElektra,KWU,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
HUN-PAKS-II-UNIT-1,Paks-II-1,Unit 1,Paks II,Hungary,Other,46.573,18.856,Planned,Planned,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,,,,,,,MVM,MVM,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
HUN-PAKS-II-UNIT-2,Paks-II-2,Unit 2,Paks II,Hungary,Other,46.573,18.856,Planned,Planned,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,,,,,,,MVM,MVM,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
HUN-PAKS-UNIT-1,Paks-1,Unit 1,Paks,Hungary,Other,46.573,18.856,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,471.0,500.0,471.0,1974-08-01,1982-10-22,1983-08-01,,1983.0,43.0,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
HUN-PAKS-UNIT-2,Paks-2,Unit 2,Paks,Hungary,Other,46.573,18.856,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,471.0,500.0,471.0,1974-08-01,1984-09-14,1984-11-14,,1984.0,42.0,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
HUN-PAKS-UNIT-3,Paks-3,Unit 3,Paks,Hungary,Other,46.573,18.856,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,471.0,500.0,471.0,1979-10-01,1986-10-28,1986-10-28,,1986.0,40.0,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
HUN-PAKS-UNIT-4,Paks-4,Unit 4,Paks,Hungary,Other,46.573,18.856,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,471.0,500.0,471.0,1982-08-01,1987-08-16,1987-11-16,,1987.0,39.0,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAIGA-UNIT-1,Kaiga-1,Unit 1,Kaiga,India,Asia,14.881,74.44,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1989-09-01,2000-03-16,2000-11-16,,2000.0,26.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAIGA-UNIT-2,Kaiga-2,Unit 2,Kaiga,India,Asia,14.881,74.44,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1989-12-01,1999-12-16,2000-03-16,,2000.0,26.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAIGA-UNIT-3,Kaiga-3,Unit 3,Kaiga,India,Asia,14.881,74.44,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,2002-03-15,2007-03-06,2007-03-06,,2007.0,19.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAIGA-UNIT-4,Kaiga-4,Unit 4,Kaiga,India,Asia,14.881,74.44,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,2002-03-15,2011-01-20,2011-01-20,,2011.0,15.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAKRAPAR-UNIT-1,Kakrapar-1,Unit 1,Kakrapar,India,Asia,21.228,73.057,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1984-12-01,1992-09-03,1993-05-06,,1993.0,33.0,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAKRAPAR-UNIT-2,Kakrapar-2,Unit 2,Kakrapar,India,Asia,21.228,73.057,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1984-12-01,1995-09-01,1995-09-01,,1995.0,31.0,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAKRAPAR-UNIT-3,Kakrapar-3,Unit 3,Kakrapar,India,Asia,21.228,73.057,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,640.0,700.0,640.0,2010-11-22,2022-07-10,2023-06-01,,2023.0,3.0,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KAKRAPAR-UNIT-4,Kakrapar-4,Unit 4,Kakrapar,India,Asia,21.228,73.057,Under Construction,Construction,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,640.0,700.0,640.0,2010-11-22,,,,,,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KALPAKKAM-PFBR,PFBR,PFBR,Kalpakkam,India,Asia,12.552,80.17,Under Construction,Construction,SFR,SFR,Fast Reactor,Advanced/Gen IV candidate,Mid-size,500.0,500.0,500.0,2004-10-23,,,,,,BHAVINI,BHAVINI,BHAVINI,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,True,False,False,True
IND-KUDANKULAM-UNIT-1,Kudankulam-1,Unit 1,Kudankulam,India,Asia,8.169,77.713,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,917.0,1000.0,917.0,2002-03-31,2013-10-22,2013-12-31,,2013.0,13.0,NPCIL,NPCIL,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KUDANKULAM-UNIT-2,Kudankulam-2,Unit 2,Kudankulam,India,Asia,8.169,77.713,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,917.0,1000.0,917.0,2002-07-04,2016-08-29,2017-03-31,,2017.0,9.0,NPCIL,NPCIL,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KUDANKULAM-UNIT-3,Kudankulam-3,Unit 3,Kudankulam,India,Asia,8.169,77.713,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,917.0,1000.0,917.0,,,,,,,NPCIL,NPCIL,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-KUDANKULAM-UNIT-4,Kudankulam-4,Unit 4,Kudankulam,India,Asia,8.169,77.713,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,917.0,1000.0,917.0,,,,,,,NPCIL,NPCIL,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-MADRAS-UNIT-1,Madras-1,Unit 1,Madras,India,Asia,12.552,80.17,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,170.0,220.0,170.0,1971-01-01,1983-07-27,1984-12-27,,1984.0,42.0,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-MADRAS-UNIT-2,Madras-2,Unit 2,Madras,India,Asia,12.552,80.17,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,170.0,220.0,170.0,1972-10-01,1985-08-21,1986-03-21,,1986.0,40.0,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-NARORA-UNIT-1,Narora-1,Unit 1,Narora,India,Asia,28.194,78.392,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1976-01-01,1991-03-01,1991-03-01,,1991.0,35.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-NARORA-UNIT-2,Narora-2,Unit 2,Narora,India,Asia,28.194,78.392,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1976-01-01,1992-07-01,1992-07-01,,1992.0,34.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-RAWATBHATA-UNIT-1,Rajasthan-1,Unit 1,Rawatbhata,India,Asia,24.874,75.583,Shutdown,Shutdown,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,90.0,100.0,90.0,1965-08-01,1972-12-16,1973-12-16,2004-11-04,1973.0,53.0,NPCIL,NPCIL,AECL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-RAWATBHATA-UNIT-3,Rajasthan-3,Unit 3,Rawatbhata,India,Asia,24.874,75.583,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1990-02-01,1999-12-01,2000-06-01,,2000.0,26.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-RAWATBHATA-UNIT-4,Rajasthan-4,Unit 4,Rawatbhata,India,Asia,24.874,75.583,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,1990-10-01,2000-12-23,2000-12-23,,2000.0,26.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-RAWATBHATA-UNIT-5,Rajasthan-5,Unit 5,Rawatbhata,India,Asia,24.874,75.583,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,2002-09-01,2009-12-04,2010-02-04,,2010.0,16.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-RAWATBHATA-UNIT-6,Rajasthan-6,Unit 6,Rawatbhata,India,Asia,24.874,75.583,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,SMR,202.0,220.0,202.0,2002-03-01,2009-01-31,2010-03-31,,2010.0,16.0,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-RAWATBHATA-UNIT-7,Rajasthan-7,Unit 7,Rawatbhata,India,Asia,24.874,75.583,Under Construction,Construction,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,640.0,700.0,640.0,2011-09-18,,,,,,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-RAWATBHATA-UNIT-8,Rajasthan-8,Unit 8,Rawatbhata,India,Asia,24.874,75.583,Under Construction,Construction,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,640.0,700.0,640.0,2011-09-18,,,,,,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-TARAPUR-UNIT-1,Tarapur-1,Unit 1,Tarapur,India,Asia,19.837,72.658,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,SMR,150.0,160.0,150.0,1964-10-01,1969-01-28,1969-10-28,,1969.0,57.0,NPCIL,NPCIL,GE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-TARAPUR-UNIT-2,Tarapur-2,Unit 2,Tarapur,India,Asia,19.837,72.658,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,SMR,150.0,160.0,150.0,1964-10-01,1969-04-16,1969-10-16,,1969.0,57.0,NPCIL,NPCIL,GE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-TARAPUR-UNIT-3,Tarapur-3,Unit 3,Tarapur,India,Asia,19.837,72.658,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,490.0,540.0,490.0,2000-03-23,2006-06-18,2006-08-18,,2006.0,20.0,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
IND-TARAPUR-UNIT-4,Tarapur-4,Unit 4,Tarapur,India,Asia,19.837,72.658,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,490.0,540.0,490.0,2000-03-23,2005-06-12,2005-09-12,,2005.0,21.0,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-FUKUSHIMA-DAIICHI-UNIT-1,Fukushima-I-1,Unit 1,Fukushima Daiichi,Japan,Asia,37.421,141.032,Shutdown,Shutdown,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Mid-size,439.0,460.0,439.0,1967-09-25,1970-11-17,1971-03-26,2011-03-11,1971.0,55.0,TEPCO,TEPCO,GE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-GENKAI-UNIT-3,Genkai-3,Unit 3,Genkai,Japan,Asia,33.519,130.192,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1127.0,1180.0,1127.0,1985-01-01,1994-03-18,1994-08-18,,1994.0,32.0,Kyushu,Kyushu,Mitsubishi,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-GENKAI-UNIT-4,Genkai-4,Unit 4,Genkai,Japan,Asia,33.519,130.192,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1127.0,1180.0,1127.0,1988-08-01,1997-07-25,1997-07-25,,1997.0,29.0,Kyushu,Kyushu,Mitsubishi,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-IKATA-UNIT-3,Ikata-3,Unit 3,Ikata,Japan,Asia,33.489,132.32,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,846.0,890.0,846.0,1985-09-16,1994-03-22,1994-12-15,,1994.0,32.0,Shikoku,Shikoku,Mitsubishi,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-MIHAMA-UNIT-3,Mihama-3,Unit 3,Mihama,Japan,Asia,35.704,135.962,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,826.0,896.0,826.0,1972-12-01,1976-02-25,1976-12-01,,1976.0,50.0,KEPCO,KEPCO,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-ONAGAWA-UNIT-2,Onagawa-2,Unit 2,Onagawa,Japan,Asia,38.402,141.5,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Large,796.0,825.0,796.0,1989-08-03,1994-12-23,1995-07-28,,1995.0,31.0,Tohoku,Tohoku,Toshiba,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-SENDAI-UNIT-1,Sendai-1,Unit 1,Sendai,Japan,Asia,31.833,130.185,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,846.0,890.0,846.0,1979-11-01,1984-07-28,1984-07-28,,1984.0,42.0,Kyushu,Kyushu,Mitsubishi,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-SENDAI-UNIT-2,Sendai-2,Unit 2,Sendai,Japan,Asia,31.833,130.185,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,846.0,890.0,846.0,1981-02-01,1985-11-28,1985-11-28,,1985.0,41.0,Kyushu,Kyushu,Mitsubishi,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
