reactor_name,plant_name,unit_name,country,status,reactor_type,design_name,net_capacity_mwe,gross_capacity_mwe,construction_start_date,grid_connection_date,commercial_operation_date,shutdown_date,latitude,longitude,owner,operator,vendor,source_name
Surry-1,Surry,Unit 1,United States,operating,PWR,PWR,842,874,1968-06-25,1972-07-12,1972-12-22,,37.166,-76.699,Dominion,Dominion,Westinghouse,IAEA-PRIS/WNA-sample
Surry-2,Surry,Unit 2,United States,operating,PWR,PWR,842,874,1968-06-25,1973-03-14,1973-05-01,,37.166,-76.699,Dominion,Dominion,Westinghouse,IAEA-PRIS/WNA-sample
Susquehanna-1,Susquehanna,Unit 1,United States,operating,BWR,BWR-4,1299,1342,1973-11-02,1983-06-08,1983-06-08,,41.095,-76.148,PPL,Talen Energy,GE,IAEA-PRIS/WNA-sample
Susquehanna-2,Susquehanna,Unit 2,United States,operating,BWR,BWR-4,1299,1342,1973-11-02,1984-06-12,1985-02-12,,41.095,-76.148,PPL,Talen Energy,GE,IAEA-PRIS/WNA-sample
Three Mile Island-1,Three Mile Island,Unit 1,United States,operating,PWR,B&W,869,905,1968-05-18,1974-09-02,1974-09-02,,40.153,-76.725,Constellation,Constellation,B&W,IAEA-PRIS/WNA-sample
Vogtle-2,Vogtle,Unit 2,United States,operating,PWR,PWR,1213,1279,1976-08-01,1989-05-20,1989-05-20,,33.143,-81.762,Georgia Power,Southern Nuclear,Westinghouse,IAEA-PRIS/WNA-sample
Waterford-3,Waterford,Unit 3,United States,operating,PWR,CE-900,1227,1260,1974-11-14,1985-03-24,1985-09-24,,29.999,-90.471,Entergy,Entergy,CE,IAEA-PRIS/WNA-sample
Wolf Creek,Wolf Creek,Unit 1,United States,operating,PWR,PWR,1215,1236,1977-05-01,1985-06-25,1985-09-03,,38.237,-96.067,WCNOC,WCNOC,Westinghouse,IAEA-PRIS/WNA-sample
Shearon Harris,Shearon Harris,Unit 1,United States,operating,PWR,PWR,934,965,1978-01-27,1987-01-20,1987-05-02,,35.633,-79.098,Duke Energy,Duke Energy,Westinghouse,IAEA-PRIS/WNA-sample
Robinson,H. B. Robinson,Unit 2,United States,operating,PWR,PWR,740,762,1967-04-27,1971-03-07,1971-09-07,,34.398,-80.157,Duke Energy,Duke Energy,Westinghouse,IAEA-PRIS/WNA-sample
Brunswick-1,Brunswick,Unit 1,United States,operating,BWR,BWR-4,938,975,1970-02-07,1977-03-18,1977-03-18,,33.958,-78.007,Duke Energy,Duke Energy,GE,IAEA-PRIS/WNA-sample
Brunswick-2,Brunswick,Unit 2,United States,operating,BWR,BWR-4,938,975,1970-02-07,1975-11-03,1975-11-03,,33.958,-78.007,Duke Energy,Duke Energy,GE,IAEA-PRIS/WNA-sample
Beaver Valley-1,Beaver Valley,Unit 1,United States,operating,PWR,PWR,900,939,1970-06-26,1976-06-23,1976-10-01,,40.623,-80.432,Energy Harbor,Energy Harbor,Westinghouse,IAEA-PRIS/WNA-sample
Beaver Valley-2,Beaver Valley,Unit 2,United States,operating,PWR,PWR,906,945,1974-05-03,1987-05-17,1987-11-17,,40.623,-80.432,Energy Harbor,Energy Harbor,Westinghouse,IAEA-PRIS/WNA-sample
Arkansas-1,Arkansas Nuclear One,Unit 1,United States,operating,PWR,B&W,850,876,1968-10-01,1974-04-22,1974-12-19,,35.31,-93.23,Entergy,Entergy,B&W,IAEA-PRIS/WNA-sample
Arkansas-2,Arkansas Nuclear One,Unit 2,United States,operating,PWR,CE-900,929,959,1968-10-01,1978-09-06,1980-03-26,,35.31,-93.23,Entergy,Entergy,CE,IAEA-PRIS/WNA-sample
Beloyarsk-3,Beloyarsk,Unit 3,Russia,operating,SFR,BN-600,560,600,1980-04-01,1980-04-08,1981-04-01,,56.842,61.322,Rosenergoatom,Rosatom,OKBM,IAEA-PRIS/WNA-sample
Kalinin-1,Kalinin,Unit 1,Russia,operating,VVER,VVER-1000,1000,1070,1977-02-01,1984-05-09,1985-05-09,,57.909,36.734,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kalinin-2,Kalinin,Unit 2,Russia,operating,VVER,VVER-1000,1000,1070,1982-02-01,1986-03-03,1987-03-03,,57.909,36.734,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kalinin-3,Kalinin,Unit 3,Russia,operating,VVER,VVER-1000,1000,1070,1985-09-01,2004-10-17,2005-11-17,,57.909,36.734,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kalinin-4,Kalinin,Unit 4,Russia,operating,VVER,VVER-1000,1000,1070,1986-09-01,2011-09-11,2012-09-11,,57.909,36.734,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kola-1,Kola,Unit 1,Russia,operating,VVER,VVER-440,440,504,1970-05-01,1973-06-22,1973-12-22,,67.462,32.479,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kola-2,Kola,Unit 2,Russia,operating,VVER,VVER-440,440,504,1970-05-01,1974-11-29,1975-02-08,,67.462,32.479,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kola-3,Kola,Unit 3,Russia,operating,VVER,VVER-440,411,443,1977-04-01,1982-01-24,1982-03-03,,67.462,32.479,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kola-4,Kola,Unit 4,Russia,operating,VVER,VVER-440,411,443,1976-08-01,1984-08-08,1984-09-11,,67.462,32.479,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Rostov-2,Rostov,Unit 2,Russia,operating,VVER,VVER-1000,1011,1070,1990-09-01,2010-03-18,2010-12-18,,47.573,42.267,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Rostov-4,Rostov,Unit 4,Russia,operating,VVER,VVER-1000,1011,1070,2009-09-15,2017-09-28,2018-02-28,,47.573,42.267,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Smolensk-1,Smolensk,Unit 1,Russia,operating,RBMK,RBMK-1000,925,925,1975-08-01,1982-12-09,1983-09-09,,54.152,33.233,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Smolensk-2,Smolensk,Unit 2,Russia,operating,RBMK,RBMK-1000,925,925,1976-06-01,1985-05-31,1985-07-31,,54.152,33.233,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Smolensk-3,Smolensk,Unit 3,Russia,operating,RBMK,RBMK-1000,925,925,1983-01-01,1989-12-17,1990-01-17,,54.152,33.233,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kursk-3,Kursk,Unit 3,Russia,operating,RBMK,RBMK-1000,925,925,1978-10-01,1983-10-01,1984-10-01,,51.667,35.61,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kursk-4,Kursk,Unit 4,Russia,operating,RBMK,RBMK-1000,925,925,1983-02-01,1985-07-11,1985-12-11,,51.667,35.61,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Akademik-1,Akademik Lomonosov,Unit 1,Russia,operating,PWR,KLT-40S,35,40,2009-04-09,2019-05-22,2020-05-22,,66.978,170.686,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Leningrad-1,Leningrad,Unit 1,Russia,shutdown,RBMK,RBMK-1000,925,925,1970-03-01,1973-11-01,1974-11-01,2019-12-19,59.856,29.076,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kori-3,Kori,Unit 3,South Korea,operating,PWR,OPR-1000,950,995,1979-10-01,1985-09-30,1985-12-30,,35.321,129.294,KHNP,KHNP,Framatome,IAEA-PRIS/WNA-sample
Kori-4,Kori,Unit 4,South Korea,operating,PWR,OPR-1000,950,995,1980-10-01,1986-04-29,1986-04-29,,35.321,129.294,KHNP,KHNP,Framatome,IAEA-PRIS/WNA-sample
Shin Kori-1,Shin Kori,Unit 1,South Korea,operating,PWR,OPR-1000,995,1050,2006-06-16,2011-02-28,2011-02-28,,35.321,129.294,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Shin Kori-2,Shin Kori,Unit 2,South Korea,operating,PWR,OPR-1000,995,1050,2007-06-05,2012-07-20,2012-07-20,,35.321,129.294,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Shin Kori-3,Shin Kori,Unit 3,South Korea,operating,PWR,APR1400,1340,1455,2008-10-16,2016-01-20,2016-12-20,,35.321,129.294,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Shin Kori-5,Shin Kori,Unit 5,South Korea,under construction,PWR,APR1400,1340,1455,2017-04-09,,,,35.321,129.294,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Shin Kori-6,Shin Kori,Unit 6,South Korea,under construction,PWR,APR1400,1340,1455,2018-09-20,,,,35.321,129.294,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanbit-2,Hanbit,Unit 2,South Korea,operating,PWR,OPR-1000,950,1000,1981-12-01,1987-06-10,1987-06-10,,35.413,126.425,KHNP,KHNP,Westinghouse,IAEA-PRIS/WNA-sample
Hanbit-3,Hanbit,Unit 3,South Korea,operating,PWR,OPR-1000,995,1050,1989-12-23,1994-12-31,1994-12-31,,35.413,126.425,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanbit-4,Hanbit,Unit 4,South Korea,operating,PWR,OPR-1000,995,1050,1990-05-22,1996-01-01,1996-01-01,,35.413,126.425,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanbit-5,Hanbit,Unit 5,South Korea,operating,PWR,OPR-1000,995,1050,1997-06-29,2001-05-21,2001-05-21,,35.413,126.425,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanbit-6,Hanbit,Unit 6,South Korea,operating,PWR,OPR-1000,995,1050,1997-11-20,2002-12-24,2002-12-24,,35.413,126.425,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanul-2,Hanul,Unit 2,South Korea,operating,PWR,OPR-1000,950,1000,1983-12-01,1989-09-01,1989-09-01,,37.094,129.381,KHNP,KHNP,Westinghouse,IAEA-PRIS/WNA-sample
Hanul-3,Hanul,Unit 3,South Korea,operating,PWR,OPR-1000,995,1050,1993-03-17,1998-08-11,1998-08-11,,37.094,129.381,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanul-4,Hanul,Unit 4,South Korea,operating,PWR,OPR-1000,995,1050,1993-11-01,1999-12-31,1999-12-31,,37.094,129.381,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanul-5,Hanul,Unit 5,South Korea,operating,PWR,OPR-1000,995,1050,1999-11-01,2003-12-22,2003-12-22,,37.094,129.381,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Hanul-6,Hanul,Unit 6,South Korea,operating,PWR,OPR-1000,995,1050,2000-09-06,2005-04-22,2005-04-22,,37.094,129.381,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample
Wolsong-3,Wolsong,Unit 3,South Korea,operating,PHWR,CANDU-6,700,728,1994-03-17,1997-12-31,1997-12-31,,35.712,129.476,KHNP,KHNP,AECL,IAEA-PRIS/WNA-sample
Wolsong-4,Wolsong,Unit 4,South Korea,operating,PHWR,CANDU-6,700,728,1997-02-01,1999-10-01,2000-10-01,,35.712,129.476,KHNP,KHNP,AECL,IAEA-PRIS/WNA-sample
Khmelnitsky-2,Khmelnitsky,Unit 2,Ukraine,operating,VVER,VVER-1000,950,1000,1983-02-01,2004-08-07,2004-09-07,,50.3,26.648,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Rivne-1,Rivne,Unit 1,Ukraine,operating,VVER,VVER-440,382,420,1973-08-01,1980-05-22,1981-12-22,,51.325,25.892,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Rivne-2,Rivne,Unit 2,Ukraine,operating,VVER,VVER-440,382,420,1973-08-01,1981-12-22,1981-12-22,,51.325,25.892,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Rivne-4,Rivne,Unit 4,Ukraine,operating,VVER,VVER-1000,950,1000,1986-08-01,2004-04-05,2004-06-05,,51.325,25.892,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
South Ukraine-2,South Ukraine,Unit 2,Ukraine,operating,VVER,VVER-1000,950,1000,1981-07-01,1985-01-05,1985-04-05,,47.839,31.216,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
South Ukraine-3,South Ukraine,Unit 3,Ukraine,operating,VVER,VVER-1000,950,1000,1985-11-01,1989-09-15,1989-11-15,,47.839,31.216,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Zaporizhzhia-2,Zaporizhzhia,Unit 2,Ukraine,operating,VVER,VVER-1000,950,1000,1981-01-01,1985-02-01,1985-02-01,,47.506,34.585,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Zaporizhzhia-3,Zaporizhzhia,Unit 3,Ukraine,operating,VVER,VVER-1000,950,1000,1982-04-01,1986-03-05,1986-12-05,,47.506,34.585,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Zaporizhzhia-4,Zaporizhzhia,Unit 4,Ukraine,operating,VVER,VVER-1000,950,1000,1983-04-01,1987-12-14,1988-04-14,,47.506,34.585,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Zaporizhzhia-6,Zaporizhzhia,Unit 6,Ukraine,operating,VVER,VVER-1000,950,1000,1988-08-01,1995-10-18,1995-10-18,,47.506,34.585,Energoatom,Energoatom,Rosatom,IAEA-PRIS/WNA-sample
Madras-1,Madras,Unit 1,India,operating,PHWR,PHWR-220,170,220,1971-01-01,1983-07-27,1984-12-27,,12.552,80.17,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample
Madras-2,Madras,Unit 2,India,operating,PHWR,PHWR-220,170,220,1972-10-01,1985-08-21,1986-03-21,,12.552,80.17,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample
Tarapur-1,Tarapur,Unit 1,India,operating,BWR,BWR,150,160,1964-10-01,1969-01-28,1969-10-28,,19.837,72.658,NPCIL,NPCIL,GE,IAEA-PRIS/WNA-sample
Tarapur-2,Tarapur,Unit 2,India,operating,BWR,BWR,150,160,1964-10-01,1969-04-16,1969-10-16,,19.837,72.658,NPCIL,NPCIL,GE,IAEA-PRIS/WNA-sample
Tarapur-3,Tarapur,Unit 3,India,operating,PHWR,PHWR-540,490,540,2000-03-23,2006-06-18,2006-08-18,,19.837,72.658,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample
Tarapur-4,Tarapur,Unit 4,India,operating,PHWR,PHWR-540,490,540,2000-03-23,2005-06-12,2005-09-12,,19.837,72.658,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample
Kakrapar-4,Kakrapar,Unit 4,India,under construction,PHWR,PHWR-700,640,700,2010-11-22,,,,21.228,73.057,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample
Rajasthan-8,Rawatbhata,Unit 8,India,under construction,PHWR,PHWR-700,640,700,2011-09-18,,,,24.874,75.583,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Genkai-3,Genkai,Unit 3,Japan,operating,PWR,PWR,1127,1180,1985-01-01,1994-03-18,1994-08-18,,33.519,130.192,Kyushu,Kyushu,Mitsubishi,IAEA-PRIS/WNA-sample
Genkai-4,Genkai,Unit 4,Japan,operating,PWR,PWR,1127,1180,1988-08-01,1997-07-25,1997-07-25,,33.519,130.192,Kyushu,Kyushu,Mitsubishi,IAEA-PRIS/WNA-sample
Sendai-2,Sendai,Unit 2,Japan,operating,PWR,PWR,846,890,1981-02-01,1985-11-28,1985-11-28,,31.833,130.185,Kyushu,Kyushu,Mitsubishi,IAEA-PRIS/WNA-sample
Takahama-1,Takahama,Unit 1,Japan,operating,PWR,PWR,826,870,1972-01-01,1974-11-14,1974-11-14,,35.524,135.508,KEPCO,KEPCO,Westinghouse,IAEA-PRIS/WNA-sample
Takahama-2,Takahama,Unit 2,Japan,operating,PWR,PWR,826,870,1973-09-01,1975-11-14,1975-11-14,,35.524,135.508,KEPCO,KEPCO,Westinghouse,IAEA-PRIS/WNA-sample
Fukushima-I-1,Fukushima Daiichi,Unit 1,Japan,shutdown,BWR,BWR-3,439,460,1967-09-25,1970-11-17,1971-03-26,2011-03-11,37.421,141.032,TEPCO,TEPCO,GE,IAEA-PRIS/WNA-sample
Paks-1,Paks,Unit 1,Hungary,operating,VVER,VVER-440,471,500,1974-08-01,1982-10-22,1983-08-01,,46.573,18.856,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample
Paks-2,Paks,Unit 2,Hungary,operating,VVER,VVER-440,471,500,1974-08-01,1984-09-14,1984-11-14,,46.573,18.856,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample
Paks-3,Paks,Unit 3,Hungary,operating,VVER,VVER-440,471,500,1979-10-01,1986-10-28,1986-10-28,,46.573,18.856,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample
Paks-4,Paks,Unit 4,Hungary,operating,VVER,VVER-440,471,500,1982-08-01,1987-08-16,1987-11-16,,46.573,18.856,MVM Paks,MVM Paks,Rosatom,IAEA-PRIS/WNA-sample
Paks-II-1,Paks II,Unit 1,Hungary,planned,VVER,VVER-1200,1114,1200,,,,,46.573,18.856,MVM,MVM,Rosatom,IAEA-PRIS/WNA-sample
Paks-II-2,Paks II,Unit 2,Hungary,planned,VVER,VVER-1200,1114,1200,,,,,46.573,18.856,MVM,MVM,Rosatom,IAEA-PRIS/WNA-sample
Kuosheng-1,Kuosheng,Unit 1,Taiwan,operating,BWR,BWR-6,951,985,1978-01-01,1981-12-28,1981-12-28,,25.202,121.665,TPC,TPC,GE,IAEA-PRIS/WNA-sample
Maanshan-1,Maanshan,Unit 1,Taiwan,operating,PWR,PWR,890,951,1978-10-01,1984-07-27,1984-07-27,,21.961,120.748,TPC,TPC,Westinghouse,IAEA-PRIS/WNA-sample
Maanshan-2,Maanshan,Unit 2,Taiwan,operating,PWR,PWR,890,951,1979-12-01,1985-05-18,1985-05-18,,21.961,120.748,TPC,TPC,Westinghouse,IAEA-PRIS/WNA-sample
Chinshan-1,Chinshan,Unit 1,Taiwan,shutdown,BWR,BWR-4,604,636,1972-01-01,1977-12-10,1978-12-10,2018-12-05,25.292,121.537,TPC,TPC,GE,IAEA-PRIS/WNA-sample
Chashma-3,Chashma,Unit 3,Pakistan,operating,PWR,CNP-300,300,340,2011-05-28,2016-10-15,2016-12-28,,32.393,71.463,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample
Chashma-4,Chashma,Unit 4,Pakistan,operating,PWR,CNP-300,300,340,2011-12-18,2017-09-20,2017-09-20,,32.393,71.463,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample
Lianjiang-1,Lianjiang,Unit 1,China,under construction,PWR,HPR-1000,1000,1080,2023-02-23,,,,20.55,110.143,CGN,CGN,CGN,IAEA-PRIS/WNA-sample
Lufeng-5,Lufeng,Unit 5,China,under construction,PWR,HPR-1000,1000,1080,2022-07-08,,,,22.639,115.699,CGN,CGN,CGN,IAEA-PRIS/WNA-sample
Changjiang-3,Changjiang,Unit 3,China,under construction,PWR,ACPR-1000,1000,1080,2021-07-28,,,,19.49,109.141,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Fuqing-1,Fuqing,Unit 1,China,operating,PWR,CPR-1000,1000,1089,2008-11-21,2013-11-22,2014-11-22,,25.432,119.462,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Fuqing-2,Fuqing,Unit 2,China,operating,PWR,CPR-1000,1000,1089,2009-06-29,2015-10-16,2015-10-16,,25.432,119.462,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Fuqing-3,Fuqing,Unit 3,China,operating,PWR,CPR-1000,1000,1089,2010-12-31,2016-06-10,2016-10-10,,25.432,119.462,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Fuqing-4,Fuqing,Unit 4,China,operating,PWR,CPR-1000,1000,1089,2012-11-17,2017-09-17,2017-09-17,,25.432,119.462,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Fuqing-5,Fuqing,Unit 5,China,operating,PWR,HPR-1000,1000,1089,2015-05-07,2021-01-30,2021-09-30,,25.432,119.462,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Fuqing-6,Fuqing,Unit 6,China,operating,PWR,HPR-1000,1000,1089,2015-12-22,2022-01-11,2022-03-25,,25.432,119.462,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Ningde-1,Ningde,Unit 1,China,operating,PWR,CPR-1000,1000,1089,2008-02-18,2012-12-28,2013-04-15,,27.06,120.21,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Ningde-2,Ningde,Unit 2,China,operating,PWR,CPR-1000,1000,1089,2008-11-12,2014-01-04,2014-05-04,,27.06,120.21,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Ningde-3,Ningde,Unit 3,China,operating,PWR,CPR-1000,1000,1089,2010-01-08,2015-06-10,2015-06-10,,27.06,120.21,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Ningde-4,Ningde,Unit 4,China,operating,PWR,CPR-1000,1000,1089,2012-09-29,2016-07-21,2016-07-21,,27.06,120.21,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Yangjiang-2,Yangjiang,Unit 2,China,operating,PWR,CPR-1000,1086,1140,2009-05-04,2015-06-05,2015-06-05,,21.705,111.606,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Yangjiang-3,Yangjiang,Unit 3,China,operating,PWR,CPR-1000,1086,1140,2010-11-15,2015-10-01,2016-01-01,,21.705,111.606,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Yangjiang-4,Yangjiang,Unit 4,China,operating,PWR,ACPR-1000,1086,1140,2012-11-17,2017-03-15,2017-03-15,,21.705,111.606,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Yangjiang-6,Yangjiang,Unit 6,China,operating,PWR,ACPR-1000,1086,1140,2013-12-23,2019-07-31,2019-07-31,,21.705,111.606,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Hongyanhe-2,Hongyanhe,Unit 2,China,operating,PWR,CPR-1000,1061,1119,2008-03-28,2014-05-13,2014-05-13,,39.794,121.474,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Hongyanhe-3,Hongyanhe,Unit 3,China,operating,PWR,CPR-1000,1061,1119,2009-03-07,2015-08-16,2015-08-16,,39.794,121.474,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Hongyanhe-4,Hongyanhe,Unit 4,China,operating,PWR,CPR-1000,1061,1119,2009-08-15,2016-09-25,2016-09-25,,39.794,121.474,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Hongyanhe-6,Hongyanhe,Unit 6,China,operating,PWR,ACPR-1000,1061,1119,2015-07-24,2022-08-28,2022-08-28,,39.794,121.474,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Changjiang-1,Changjiang,Unit 1,China,operating,PWR,ACPR-1000,1000,1080,2010-04-25,2015-11-07,2015-11-07,,19.49,109.141,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Changjiang-2,Changjiang,Unit 2,China,operating,PWR,ACPR-1000,1000,1080,2010-11-21,2016-08-26,2016-08-26,,19.49,109.141,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Fangchenggang-1,Fangchenggang,Unit 1,China,operating,PWR,CPR-1000,1000,1086,2010-07-30,2015-10-26,2016-01-01,,21.483,108.14,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Fangchenggang-2,Fangchenggang,Unit 2,China,operating,PWR,CPR-1000,1000,1086,2010-12-23,2016-07-16,2016-10-01,,21.483,108.14,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Fangchenggang-4,Fangchenggang,Unit 4,China,operating,PWR,HPR-1000,1000,1080,2016-12-23,2022-10-25,2023-03-25,,21.483,108.14,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample
Qinshan-3-1,Qinshan III,Unit 1,China,operating,PHWR,CANDU-6,677,728,1998-06-08,2002-11-19,2003-07-24,,30.437,120.954,CNNC,CNNC,AECL,IAEA-PRIS/WNA-sample
Qinshan-3-2,Qinshan III,Unit 2,China,operating,PHWR,CANDU-6,677,728,1998-09-25,2004-06-12,2004-07-01,,30.437,120.954,CNNC,CNNC,AECL,IAEA-PRIS/WNA-sample
Tianwan-5,Tianwan,Unit 5,China,operating,PWR,VVER-1000,1060,1126,2015-12-27,2020-07-08,2020-09-08,,34.692,119.455,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample
Tianwan-6,Tianwan,Unit 6,China,operating,PWR,VVER-1000,1060,1126,2016-09-07,2021-05-19,2021-05-19,,34.692,119.455,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample
Shidaowan-HTR,Shidaowan,HTR-PM,China,operating,HTGR,HTR-PM,200,211,2012-12-09,2021-12-20,2023-12-06,,37.086,122.688,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample
Xudabao-1,Xudabao,Unit 1,China,operating,PWR,VVER-1000,1060,1126,2007-08-18,2021-05-31,2021-09-30,,40.588,120.285,CGNPC,CGN,Rosatom,IAEA-PRIS/WNA-sample
Xudabao-2,Xudabao,Unit 2,China,operating,PWR,VVER-1000,1060,1126,2008-01-15,2022-12-21,2022-12-21,,40.588,120.285,CGNPC,CGN,Rosatom,IAEA-PRIS/WNA-sample
Sanmen-2b,Sanmen,Unit 2b,China,under construction,PWR,AP1000,1157,1250,2010-01-01,,,,29.101,121.641,CNNC,CNNC,Westinghouse,IAEA-PRIS/WNA-sample
Haiyang-3,Haiyang,Unit 3,China,under construction,PWR,AP1000,1157,1250,2022-01-01,,,,36.776,121.461,SPNC,SPNC,Westinghouse,IAEA-PRIS/WNA-sample
Xudabao-4,Xudabao,Unit 4,China,under construction,VVER,VVER-1200,1200,1250,2023-06-01,,,,40.588,120.285,CGNPC,CGN,Rosatom,IAEA-PRIS/WNA-sample
Rajasthan-1,Rawatbhata,Unit 1,India,shutdown,PHWR,PHWR-100,90,100,1965-08-01,1972-12-16,1973-12-16,2004-11-04,24.874,75.583,NPCIL,NPCIL,AECL,IAEA-PRIS/WNA-sample
Rajasthan-3,Rawatbhata,Unit 3,India,operating,PHWR,PHWR-220,202,220,1990-02-01,1999-12-01,2000-06-01,,24.874,75.583,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Rajasthan-4,Rawatbhata,Unit 4,India,operating,PHWR,PHWR-220,202,220,1990-10-01,2000-12-23,2000-12-23,,24.874,75.583,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Rajasthan-6,Rawatbhata,Unit 6,India,operating,PHWR,PHWR-220,202,220,2002-03-01,2009-01-31,2010-03-31,,24.874,75.583,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Narora-1,Narora,Unit 1,India,operating,PHWR,PHWR-220,202,220,1976-01-01,1991-03-01,1991-03-01,,28.194,78.392,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Narora-2,Narora,Unit 2,India,operating,PHWR,PHWR-220,202,220,1976-01-01,1992-07-01,1992-07-01,,28.194,78.392,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
